journal,journal_id,discipline,journal_type,year,issue,issue_label,expected,exists,article_count,missing_title_count,missing_authors_count,missing_year_or_issue_count,missing_abstract_count,missing_source_url_count,issue_public_status
西亚非洲,168,政治学,CSSCI,2019,4,2019年第4期,True,True,1,1,0,0,1,0,found
西亚非洲,168,政治学,CSSCI,2019,5,2019年第5期,True,True,1,1,0,0,1,0,found
西亚非洲,168,政治学,CSSCI,2019,6,2019年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2019,7,2019年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2019,8,2019年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2019,9,2019年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2019,10,2019年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2019,11,2019年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2019,12,2019年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,1,2020年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,2,2020年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,3,2020年第3期,True,True,1,1,0,0,1,0,found
西亚非洲,168,政治学,CSSCI,2020,4,2020年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,5,2020年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,6,2020年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,7,2020年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,8,2020年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,9,2020年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,10,2020年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,11,2020年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2020,12,2020年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,1,2021年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,2,2021年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,3,2021年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,4,2021年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,5,2021年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,6,2021年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,7,2021年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,8,2021年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,9,2021年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,10,2021年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,11,2021年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2021,12,2021年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,1,2022年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,2,2022年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,3,2022年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,4,2022年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,5,2022年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,6,2022年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,7,2022年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,8,2022年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,9,2022年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,10,2022年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,11,2022年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2022,12,2022年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,1,2023年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,2,2023年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,3,2023年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,4,2023年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,5,2023年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,6,2023年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,7,2023年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,8,2023年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,9,2023年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,10,2023年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,11,2023年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2023,12,2023年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,1,2024年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,2,2024年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,3,2024年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,4,2024年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,5,2024年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,6,2024年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,7,2024年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,8,2024年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,9,2024年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,10,2024年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,11,2024年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2024,12,2024年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,1,2025年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,2,2025年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,3,2025年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,4,2025年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,5,2025年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,6,2025年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,7,2025年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,8,2025年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,9,2025年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,10,2025年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,11,2025年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
西亚非洲,168,政治学,CSSCI,2025,12,2025年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,1,1994年第1期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,1994,2,1994年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,3,1994年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,4,1994年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,5,1994年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,6,1994年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,7,1994年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,8,1994年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,9,1994年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,10,1994年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,11,1994年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1994,12,1994年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,1,1995年第1期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,1995,2,1995年第2期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,1995,3,1995年第3期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,1995,4,1995年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,5,1995年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,6,1995年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,7,1995年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,8,1995年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,9,1995年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,10,1995年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,11,1995年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1995,12,1995年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,1,1996年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,2,1996年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,3,1996年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,4,1996年第4期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,1996,5,1996年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,6,1996年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,7,1996年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,8,1996年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,9,1996年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,10,1996年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,11,1996年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1996,12,1996年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,1,1997年第1期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,1997,2,1997年第2期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,1997,3,1997年第3期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,1997,4,1997年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,5,1997年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,6,1997年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,7,1997年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,8,1997年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,9,1997年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,10,1997年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,11,1997年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1997,12,1997年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,1,1998年第1期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,1998,2,1998年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,3,1998年第3期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,1998,4,1998年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,5,1998年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,6,1998年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,7,1998年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,8,1998年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,9,1998年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,10,1998年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,11,1998年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1998,12,1998年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,1,1999年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,2,1999年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,3,1999年第3期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,1999,4,1999年第4期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,1999,5,1999年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,6,1999年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,7,1999年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,8,1999年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,9,1999年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,10,1999年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,11,1999年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,1999,12,1999年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,1,2000年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,2,2000年第2期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,3,2000年第3期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2000,4,2000年第4期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2000,5,2000年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,6,2000年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,7,2000年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,8,2000年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,9,2000年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,10,2000年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,11,2000年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2000,12,2000年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,1,2001年第1期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2001,2,2001年第2期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,2001,3,2001年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,4,2001年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,5,2001年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,6,2001年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,7,2001年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,8,2001年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,9,2001年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,10,2001年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,11,2001年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2001,12,2001年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,1,2002年第1期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2002,2,2002年第2期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2002,3,2002年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,4,2002年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,5,2002年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,6,2002年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,7,2002年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,8,2002年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,9,2002年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,10,2002年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,11,2002年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2002,12,2002年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,1,2003年第1期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2003,2,2003年第2期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2003,3,2003年第3期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,2003,4,2003年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,5,2003年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,6,2003年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,7,2003年第7期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,8,2003年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,9,2003年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,10,2003年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,11,2003年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2003,12,2003年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2004,1,2004年第1期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2004,2,2004年第2期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2004,3,2004年第3期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2004,4,2004年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2004,5,2004年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2004,6,2004年第6期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2004,7,2004年第7期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,2004,8,2004年第8期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,2004,9,2004年第9期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,2004,10,2004年第10期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2004,11,2004年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2004,12,2004年第12期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2005,1,2005年第1期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2005,2,2005年第2期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2005,3,2005年第3期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2005,4,2005年第4期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2005,5,2005年第5期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2005,6,2005年第6期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2005,7,2005年第7期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,2005,8,2005年第8期,True,True,4,4,0,0,4,0,found
太平洋学报,170,政治学,CSSCI,2005,9,2005年第9期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2005,10,2005年第10期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2005,11,2005年第11期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2005,12,2005年第12期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2006,1,2006年第1期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2006,2,2006年第2期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2006,3,2006年第3期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2006,4,2006年第4期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2006,5,2006年第5期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2006,6,2006年第6期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2006,7,2006年第7期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,2006,8,2006年第8期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2006,9,2006年第9期,True,True,3,3,0,0,3,0,found
太平洋学报,170,政治学,CSSCI,2006,10,2006年第10期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2006,11,2006年第11期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2006,12,2006年第12期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2007,1,2007年第1期,True,True,4,4,0,0,4,0,found
太平洋学报,170,政治学,CSSCI,2007,2,2007年第2期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2007,3,2007年第3期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2007,4,2007年第4期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2007,5,2007年第5期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2007,6,2007年第6期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2007,7,2007年第7期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2007,8,2007年第8期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2007,9,2007年第9期,True,False,0,0,0,0,0,0,not_found_in_public_sources
太平洋学报,170,政治学,CSSCI,2007,10,2007年第10期,True,True,1,1,0,0,1,0,found
太平洋学报,170,政治学,CSSCI,2007,11,2007年第11期,True,True,2,2,0,0,2,0,found
太平洋学报,170,政治学,CSSCI,2007,12,2007年第12期,True,True,4,4,0,0,4,0,found
